image_path,labels
garbage_classification\clothes\clothes1213.jpg,clothes
garbage_classification\metal\metal739.jpg,metal
garbage_classification\shoes\shoes793.jpg,shoes
garbage_classification\clothes\clothes3756.jpg,clothes
garbage_classification\shoes\shoes1151.jpg,shoes
garbage_classification\shoes\shoes1469.jpg,shoes
garbage_classification\cardboard\cardboard153.jpg,cardboard
garbage_classification\biological\biological706.jpg,biological
garbage_classification\green-glass\green-glass32.jpg,green-glass
garbage_classification\trash\trash53.jpg,trash
garbage_classification\battery\battery340.jpg,battery
garbage_classification\clothes\clothes1214.jpg,clothes
garbage_classification\clothes\clothes2767.jpg,clothes
garbage_classification\biological\biological508.jpg,biological
garbage_classification\biological\biological69.jpg,biological
garbage_classification\clothes\clothes163.jpg,clothes
garbage_classification\paper\paper339.jpg,paper
garbage_classification\trash\trash64.jpg,trash
garbage_classification\paper\paper116.jpg,paper
garbage_classification\plastic\plastic221.jpg,plastic
garbage_classification\clothes\clothes4711.jpg,clothes
garbage_classification\paper\paper137.jpg,paper
garbage_classification\clothes\clothes1577.jpg,clothes
garbage_classification\clothes\clothes3994.jpg,clothes
garbage_classification\shoes\shoes245.jpg,shoes
garbage_classification\paper\paper1008.jpg,paper
garbage_classification\shoes\shoes836.jpg,shoes
garbage_classification\shoes\shoes796.jpg,shoes
garbage_classification\clothes\clothes2173.jpg,clothes
garbage_classification\clothes\clothes962.jpg,clothes
garbage_classification\shoes\shoes1749.jpg,shoes
garbage_classification\paper\paper931.jpg,paper
garbage_classification\clothes\clothes4321.jpg,clothes
garbage_classification\green-glass\green-glass174.jpg,green-glass
garbage_classification\paper\paper251.jpg,paper
garbage_classification\shoes\shoes599.jpg,shoes
garbage_classification\shoes\shoes407.jpg,shoes
garbage_classification\clothes\clothes691.jpg,clothes
garbage_classification\cardboard\cardboard559.jpg,cardboard
garbage_classification\clothes\clothes534.jpg,clothes
garbage_classification\clothes\clothes4781.jpg,clothes
garbage_classification\shoes\shoes251.jpg,shoes
garbage_classification\battery\battery182.jpg,battery
garbage_classification\biological\biological82.jpg,biological
garbage_classification\metal\metal588.jpg,metal
garbage_classification\clothes\clothes3161.jpg,clothes
garbage_classification\shoes\shoes211.jpg,shoes
garbage_classification\battery\battery797.jpg,battery
garbage_classification\battery\battery707.jpg,battery
garbage_classification\green-glass\green-glass358.jpg,green-glass
garbage_classification\green-glass\green-glass186.jpg,green-glass
garbage_classification\clothes\clothes2020.jpg,clothes
garbage_classification\clothes\clothes4880.jpg,clothes
garbage_classification\cardboard\cardboard872.jpg,cardboard
garbage_classification\clothes\clothes777.jpg,clothes
garbage_classification\metal\metal543.jpg,metal
garbage_classification\clothes\clothes866.jpg,clothes
garbage_classification\plastic\plastic47.jpg,plastic
garbage_classification\paper\paper219.jpg,paper
garbage_classification\battery\battery213.jpg,battery
garbage_classification\shoes\shoes1765.jpg,shoes
garbage_classification\clothes\clothes3785.jpg,clothes
garbage_classification\shoes\shoes835.jpg,shoes
garbage_classification\clothes\clothes1315.jpg,clothes
garbage_classification\shoes\shoes1355.jpg,shoes
garbage_classification\clothes\clothes1114.jpg,clothes
garbage_classification\green-glass\green-glass613.jpg,green-glass
garbage_classification\trash\trash434.jpg,trash
garbage_classification\paper\paper374.jpg,paper
garbage_classification\shoes\shoes1516.jpg,shoes
garbage_classification\plastic\plastic543.jpg,plastic
garbage_classification\clothes\clothes399.jpg,clothes
garbage_classification\clothes\clothes5069.jpg,clothes
garbage_classification\battery\battery362.jpg,battery
garbage_classification\shoes\shoes1267.jpg,shoes
garbage_classification\metal\metal325.jpg,metal
garbage_classification\cardboard\cardboard642.jpg,cardboard
garbage_classification\white-glass\white-glass248.jpg,white-glass
garbage_classification\cardboard\cardboard247.jpg,cardboard
garbage_classification\clothes\clothes1871.jpg,clothes
garbage_classification\brown-glass\brown-glass126.jpg,brown-glass
garbage_classification\plastic\plastic490.jpg,plastic
garbage_classification\plastic\plastic181.jpg,plastic
garbage_classification\paper\paper442.jpg,paper
garbage_classification\shoes\shoes439.jpg,shoes
garbage_classification\shoes\shoes861.jpg,shoes
garbage_classification\brown-glass\brown-glass212.jpg,brown-glass
garbage_classification\clothes\clothes2649.jpg,clothes
garbage_classification\brown-glass\brown-glass147.jpg,brown-glass
garbage_classification\clothes\clothes81.jpg,clothes
garbage_classification\clothes\clothes4941.jpg,clothes
garbage_classification\brown-glass\brown-glass130.jpg,brown-glass
garbage_classification\paper\paper432.jpg,paper
garbage_classification\biological\biological504.jpg,biological
garbage_classification\plastic\plastic820.jpg,plastic
garbage_classification\white-glass\white-glass216.jpg,white-glass
garbage_classification\brown-glass\brown-glass378.jpg,brown-glass
garbage_classification\clothes\clothes1231.jpg,clothes
garbage_classification\clothes\clothes725.jpg,clothes
garbage_classification\trash\trash605.jpg,trash
garbage_classification\cardboard\cardboard129.jpg,cardboard
garbage_classification\clothes\clothes1549.jpg,clothes
garbage_classification\cardboard\cardboard574.jpg,cardboard
garbage_classification\clothes\clothes335.jpg,clothes
garbage_classification\biological\biological515.jpg,biological
garbage_classification\paper\paper609.jpg,paper
garbage_classification\clothes\clothes426.jpg,clothes
garbage_classification\clothes\clothes2993.jpg,clothes
garbage_classification\trash\trash175.jpg,trash
garbage_classification\cardboard\cardboard185.jpg,cardboard
garbage_classification\cardboard\cardboard354.jpg,cardboard
garbage_classification\shoes\shoes784.jpg,shoes
garbage_classification\shoes\shoes500.jpg,shoes
garbage_classification\clothes\clothes1716.jpg,clothes
garbage_classification\brown-glass\brown-glass596.jpg,brown-glass
garbage_classification\paper\paper802.jpg,paper
garbage_classification\clothes\clothes3971.jpg,clothes
garbage_classification\biological\biological547.jpg,biological
garbage_classification\cardboard\cardboard743.jpg,cardboard
garbage_classification\clothes\clothes4950.jpg,clothes
garbage_classification\shoes\shoes82.jpg,shoes
garbage_classification\paper\paper1004.jpg,paper
garbage_classification\shoes\shoes529.jpg,shoes
garbage_classification\plastic\plastic745.jpg,plastic
garbage_classification\trash\trash659.jpg,trash
garbage_classification\paper\paper189.jpg,paper
garbage_classification\clothes\clothes4389.jpg,clothes
garbage_classification\cardboard\cardboard848.jpg,cardboard
garbage_classification\shoes\shoes1892.jpg,shoes
garbage_classification\clothes\clothes2344.jpg,clothes
garbage_classification\clothes\clothes4754.jpg,clothes
garbage_classification\trash\trash650.jpg,trash
garbage_classification\clothes\clothes211.jpg,clothes
garbage_classification\shoes\shoes1217.jpg,shoes
garbage_classification\clothes\clothes3332.jpg,clothes
garbage_classification\clothes\clothes1016.jpg,clothes
garbage_classification\clothes\clothes1048.jpg,clothes
garbage_classification\paper\paper734.jpg,paper
garbage_classification\metal\metal196.jpg,metal
garbage_classification\metal\metal210.jpg,metal
garbage_classification\battery\battery84.jpg,battery
garbage_classification\plastic\plastic353.jpg,plastic
garbage_classification\clothes\clothes4056.jpg,clothes
garbage_classification\clothes\clothes1686.jpg,clothes
garbage_classification\clothes\clothes1272.jpg,clothes
garbage_classification\cardboard\cardboard282.jpg,cardboard
garbage_classification\shoes\shoes1959.jpg,shoes
garbage_classification\clothes\clothes3642.jpg,clothes
garbage_classification\clothes\clothes934.jpg,clothes
garbage_classification\paper\paper636.jpg,paper
garbage_classification\metal\metal497.jpg,metal
garbage_classification\shoes\shoes1094.jpg,shoes
garbage_classification\clothes\clothes190.jpg,clothes
garbage_classification\clothes\clothes4308.jpg,clothes
garbage_classification\clothes\clothes2321.jpg,clothes
garbage_classification\plastic\plastic611.jpg,plastic
garbage_classification\shoes\shoes1389.jpg,shoes
garbage_classification\clothes\clothes1971.jpg,clothes
garbage_classification\trash\trash540.jpg,trash
garbage_classification\clothes\clothes1941.jpg,clothes
garbage_classification\white-glass\white-glass348.jpg,white-glass
garbage_classification\brown-glass\brown-glass165.jpg,brown-glass
garbage_classification\trash\trash118.jpg,trash
garbage_classification\trash\trash314.jpg,trash
garbage_classification\biological\biological810.jpg,biological
garbage_classification\brown-glass\brown-glass67.jpg,brown-glass
garbage_classification\green-glass\green-glass241.jpg,green-glass
garbage_classification\clothes\clothes3117.jpg,clothes
garbage_classification\white-glass\white-glass739.jpg,white-glass
garbage_classification\shoes\shoes1069.jpg,shoes
garbage_classification\clothes\clothes1866.jpg,clothes
garbage_classification\plastic\plastic577.jpg,plastic
garbage_classification\trash\trash648.jpg,trash
garbage_classification\cardboard\cardboard170.jpg,cardboard
garbage_classification\metal\metal486.jpg,metal
garbage_classification\clothes\clothes2664.jpg,clothes
garbage_classification\clothes\clothes4204.jpg,clothes
garbage_classification\clothes\clothes1436.jpg,clothes
garbage_classification\clothes\clothes2466.jpg,clothes
garbage_classification\clothes\clothes2744.jpg,clothes
garbage_classification\plastic\plastic21.jpg,plastic
garbage_classification\paper\paper701.jpg,paper
garbage_classification\clothes\clothes2548.jpg,clothes
garbage_classification\clothes\clothes4001.jpg,clothes
garbage_classification\biological\biological912.jpg,biological
garbage_classification\clothes\clothes4200.jpg,clothes
garbage_classification\cardboard\cardboard634.jpg,cardboard
garbage_classification\clothes\clothes1094.jpg,clothes
garbage_classification\clothes\clothes4675.jpg,clothes
garbage_classification\shoes\shoes1031.jpg,shoes
garbage_classification\plastic\plastic132.jpg,plastic
garbage_classification\shoes\shoes354.jpg,shoes
garbage_classification\plastic\plastic160.jpg,plastic
garbage_classification\paper\paper389.jpg,paper
garbage_classification\clothes\clothes2924.jpg,clothes
garbage_classification\paper\paper135.jpg,paper
garbage_classification\biological\biological545.jpg,biological
garbage_classification\clothes\clothes5165.jpg,clothes
garbage_classification\shoes\shoes1242.jpg,shoes
garbage_classification\biological\biological916.jpg,biological
garbage_classification\clothes\clothes3221.jpg,clothes
garbage_classification\plastic\plastic58.jpg,plastic
garbage_classification\clothes\clothes1491.jpg,clothes
garbage_classification\shoes\shoes755.jpg,shoes
garbage_classification\shoes\shoes1416.jpg,shoes
garbage_classification\clothes\clothes72.jpg,clothes
garbage_classification\shoes\shoes1376.jpg,shoes
garbage_classification\clothes\clothes3401.jpg,clothes
garbage_classification\white-glass\white-glass167.jpg,white-glass
garbage_classification\white-glass\white-glass260.jpg,white-glass
garbage_classification\shoes\shoes869.jpg,shoes
garbage_classification\clothes\clothes1254.jpg,clothes
garbage_classification\clothes\clothes3019.jpg,clothes
garbage_classification\shoes\shoes134.jpg,shoes
garbage_classification\paper\paper248.jpg,paper
garbage_classification\white-glass\white-glass63.jpg,white-glass
garbage_classification\green-glass\green-glass125.jpg,green-glass
garbage_classification\shoes\shoes1867.jpg,shoes
garbage_classification\biological\biological292.jpg,biological
garbage_classification\clothes\clothes3481.jpg,clothes
garbage_classification\biological\biological299.jpg,biological
garbage_classification\clothes\clothes1516.jpg,clothes
garbage_classification\green-glass\green-glass234.jpg,green-glass
garbage_classification\clothes\clothes1018.jpg,clothes
garbage_classification\battery\battery170.jpg,battery
garbage_classification\metal\metal287.jpg,metal
garbage_classification\biological\biological647.jpg,biological
garbage_classification\clothes\clothes2198.jpg,clothes
garbage_classification\plastic\plastic489.jpg,plastic
garbage_classification\metal\metal568.jpg,metal
garbage_classification\clothes\clothes3383.jpg,clothes
garbage_classification\biological\biological393.jpg,biological
garbage_classification\paper\paper794.jpg,paper
garbage_classification\shoes\shoes823.jpg,shoes
garbage_classification\battery\battery150.jpg,battery
garbage_classification\clothes\clothes1950.jpg,clothes
garbage_classification\clothes\clothes1852.jpg,clothes
garbage_classification\shoes\shoes1604.jpg,shoes
garbage_classification\battery\battery618.jpg,battery
garbage_classification\clothes\clothes392.jpg,clothes
garbage_classification\cardboard\cardboard39.jpg,cardboard
garbage_classification\clothes\clothes3537.jpg,clothes
